author,poem name,age,type,question
WILLIAM SHAKESPEARE,Song: It was a lover and his lass,Renaissance,Love,"When birds do sing, hey ding a ding, ding;
Sweet lovers love the spring.
This carol they began that hour,
   With a hey, and a ho, and a hey nonino,
How that a life was but a flower"
RICHARD ALDINGTON,,Modern,Nature,"That she keeps for us all,
That she wrought for us all for sleep
In the silver days of the earth's dawning
Proserpine, daughter of Zeus.
And we turn from the Kuprian's breasts,"
JOHN DONNE,The Anniversary,Renaissance,Love,"         And then we shall be throughly blessed;
         But we no more than all the rest.
    Here upon earth were Kings, and none but we
    Can be such Kings, nor of such subjects be;
    Who is so safe as we? where none can do"
JOHN DONNE,Elegy IX: The Autumnal,Renaissance,Nature,"Fair eyes, who asks more heat than comes from hence,
         He in a fever wishes pestilence.
Call not these wrinkles, graves; if graves they were,
         They were Love's graves, for else he is no where.
Yet lies not Love dead here, but here doth sit"
LOUIS UNTERMEYER,Magic,Modern,Mythology & Folklore,"And we, with thoughts on tiptoe, slunk
Down the green, twisting alleys of the Kennebunk,
Motionless in the meadows
The trees, the rocks, the cows...
And quiet dripped from the shadows"
EDMUND SPENSER,from The Shepheardes Calender: April,Renaissance,Nature,"         When wars doe surcease:
Such for a Princesse bene principall.
Ye shepheards daughters, that dwell on the greene,
         hye you there apace:
Let none come there, but that Virgins bene,"
D. H. LAWRENCE,Almond Blossom,Modern,Nature,"Think of it, from the iron fastness
Suddenly to dare to come out naked, in perfection of blossom, beyond the sword-rust.
Think, to stand there in full-unfolded nudity, smiling,
With all the snow-wind, and the sun-glare, and the dog-star baying epithalamion.
Oh, honey-bodied beautiful one,"
GEORGE GASCOIGNE,"Fie, Pleasure, Fie!",Renaissance,Nature,"It were enough that beautys fading flower
Grows ever fresh with her in heavenly wise;
It had been well that she were fair of face,
And yet not rob all other dames of grace.
   To muse in mind, how wise, how fair, how good,"
QUEEN ELIZABETH I,When I Was Fair and Young,Renaissance,Nature,"I will so pluck your plumes as you shall say no more:
Go, go, go, seek some other where, importune me no more.
As soon as he had said, such change grew in my breast
That neither night nor day I could take any rest.
Wherefore I did repent that I had said before:"
SIR WALTER RALEGH,A Farewell to False Love,Renaissance,Love,"A true retreat of sorrow and despair,
An idle boy that sleeps in pleasure's lap,
A deep mistrust of that which certain seems,
A hope of that which reason doubtful deems.
Sith then thy trains my younger years betrayed,"
EN JONSON,A Celebration of Charis: I. His Excuse for Loving,Renaissance,Love,"With the ardour and the passion,
Gives the lover weight and fashion.
If you then will read the story,
First prepare you to be sorry
That you never knew till now"
EDMUND SPENSER,from The Shepheardes Calender: April,Renaissance,Nature,"See, where she sits upon the grassie greene,
         (O seemely sight)
Yclad in Scarlot like a mayden Queene,
         And Ermines white.
Upon her head a Cremosin coronet,"
WILLIAM SHAKESPEARE,from The Rape of Lucrece,Renaissance,Love,"What he beheld, on that he firmly doted,
And in his will his willful eye he tired.
With more than admiration he admired
Her azure veins, her alabaster skin,
Her coral lips, her snow-white dimpled chin."
CHRISTOPHER MARLOWE,Hero and Leander,Renaissance,Love,"Blood-quaffing Mars heaving the iron net,
Which limping Vulcan and his Cyclops set;
Love kindling fire, to burn such towns as Troy,
Sylvanus weeping for the lovely boy
That now is turn'd into a cypress tree,"
T. S. ELIOT,The Love Song of J. Alfred Prufrock,Modern,Love,"I have measured out my life with coffee spoons;
I know the voices dying with a dying fall
Beneath the music from a farther room.
               So how should I presume?
And I have known the eyes already, known them all"
JOHN DONNE,The Ecstasy,Renaissance,Nature,"We see by this it was not sex,
         We see we saw not what did move;
But as all several souls contain
         Mixture of things, they know not what,
Love these mix'd souls doth mix again"
D. H. LAWRENCE,Last Words to Miriam,Modern,Love,"Anguish  then I suffered a balk.
I knew your pain, and it broke
My fine, craftsman's nerve;
Your body quailed at my stroke,
And my courage failed to give you the last"
SIR PHILIP SIDNEY,"Astrophil and Stella 23: The curious wits, seeing dull pensiveness",Renaissance,Love,"Holds my young brain captiv'd in golden cage.
O fool or over-wise! alas, the race
Of all my thoughts hath neither stop nor start
But only Stella's eyes and Stella's heart."
JOHN SKELTON,The Book of Phillip Sparrow,Renaissance,Mythology & Folklore,"Pyramus and Thesbe,
As than befell to me:
I wept and I wayled,
The tearys downe hayled;
But nothinge it avayled"
EDMUND SPENSER,Epithalamion,Renaissance,Mythology & Folklore,"Let all the virgins therefore well awayt,
And ye fresh boyes that tend upon her groome
Prepare your selves; for he is comming strayt.
Set all your things in seemely good aray
Fit for so joyfull day,"
EDMUND SPENSER,"from The Faerie Queene: Book I, Canto I",Renaissance,Mythology & Folklore,"Resolv'd in minde all suddenly to win,
Or soone to lose, before he once would lin;
And strooke at her with more then manly force,
That from her body full of filthie sin
He raft her hatefull head without remorse;"
JOHN DONNE,A Valediction: Forbidding Mourning,Renaissance,Love,"It leans and hearkens after it,
   And grows erect, as that comes home.
Such wilt thou be to me, who must,
   Like th' other foot, obliquely run;
Thy firmness makes my circle just,"
JOHN DONNE,"Holy Sonnets: Thou hast made me, and shall thy work decay?",Renaissance,Nature,"But our old subtle foe so tempteth me,
That not one hour I can myself sustain;
Thy grace may wing me to prevent his art,
And thou like adamant draw mine iron heart."
WILLIAM SHAKESPEARE,Sonnet 34: Why didst thou promise such a beauteous day,Renaissance,Nature,"The offenders sorrow lends but weak relief
To him that bears the strong offences cross.
   Ah! but those tears are pearl which thy love sheds,
   And they are rich and ransom all ill deeds."
EZRA POUND,Three Cantos,Modern,Mythology & Folklore,"And spoke: Lustrous Odysseus, shalt
Return through spiteful Neptune, over dark seas,
Lose all companions.' Foretold me the ways and the signs.
Came then Anticlea, to whom I answered:
'Fate drives me on through these deeps; I sought Tiresias.'"
WILLIAM SHAKESPEARE,Sonnet 15: When I consider everything that grows,Renaissance,Love,"Where wasteful Time debateth with Decay
To change your day of youth to sullied night;
And all in war with Time for love of you,
As he takes from you, I engraft you new."
EZRA POUND,Three Cantos,Modern,Mythology & Folklore,"""Know then the Roman speech, a sacrament,""
Spread for the nations, eucharist of wisdom,
Bread of the liberal arts.
                                 Ha! Sir Blancatz,
Sordello would have your heart to give to all the princes;"
JOHN SKELTON,The Book of Phillip Sparrow,Renaissance,Mythology & Folklore,"For burnynge of his wynges;
And from the smokes sowre
Of Proserpinas bowre;
And from the dennes darke,
Wher Cerberus doth barke,"
EDMUND SPENSER,Epithalamion,Renaissance,Mythology & Folklore,"Your dolefull dreriment.
Now lay those sorrowfull complaints aside,
And having all your heads with girland crownd,
Helpe me mine owne loves prayses to resound,
Ne let the same of any be envide:"
PAUL LAURENCE DUNBAR,The Old Front Gate,Modern,Love,"Dat huh pappy had a time
Wid his front gate saggin' low.
So you jes' looks on an' smiles
At em leanin' on de gate,
Tryin' to t'ink whut he kin say"
JOHN SKELTON,The Book of Phillip Sparrow,Renaissance,Mythology & Folklore,"He wolde flye at that;
And prytely he wold pant
Whan he saw an ant;
Lord, how he wolde pry
After the butterfly!"
SAMUEL GREENBERG,East Rivers Charm,Modern,Nature,"As the boat turns upon the silvery spread
It leavesstrangea shadow dead.
And the very charms from the reflective river
And from the stacks of the floating boat
There seemeth the quality neer to dissever"
EN JONSON,To Sir Henry Cary,Renaissance,Love,"Love thy great loss, which a renown hath won,
To live when Broick not stands, nor Ruhr doth run.
Love honors, which of best example be
When they cost dearest and are done most free;
Though every fortitude deserves applause,"
JOHN DONNE,The Relic,Renaissance,Love,"I would have that age by this paper taught
What miracles we harmless lovers wrought.
         First, we lov'd well and faithfully,
         Yet knew not what we lov'd, nor why;
         Difference of sex no more we knew"
LOUIS UNTERMEYER,Magic,Modern,Nature,"The rivers tiny canon
Stretched into dusky lands;
Like a dark and silent companion
Evening held out her hands.
Hushed were the dawns bravados;"
JOHN DONNE,The Expiration,Renaissance,Love,"Except it be too late, to kill me so,
    Being double dead, going, and bidding, goe."
SAMUEL DANIEL,Delia 32: But love whilst that thou mayst be loved again,Renaissance,Love,"And think the same becomes they fading best
Which then shall most inveil and shadow most.
Men do not weigh the stalk for what it was,
When once they find her flower, her glory, pass."
THOMAS CAMPION,When to Her Lute Corinna Sings,Renaissance,Love,"But if she doth of sorrow speak,
Evn from my heart the strings do break."
WILLIAM SHAKESPEARE,"Sonnet 142: Love is my sin, and thy dear virtue hate",Renaissance,Love,"Root pity in thy heart, that, when it grows,
Thy pity may deserve to pitied be.
    If thou dost seek to have what thou dost hide,
    By self-example mayst thou be denied."
EZRA POUND,The Seafarer,Modern,Nature,"Over the whale's acre, would wander wide.
On earth's shelter cometh oft to me,
Eager and ready, the crying lone-flyer,
Whets for the whale-path the heart irresistibly,
O'er tracks of ocean; seeing that anyhow"
WILLIAM SHAKESPEARE,The Phoenix and the Turtle,Renaissance,Mythology & Folklore,"'Twas not their infirmity,
It was married chastity.
Truth may seem but cannot be;
Beauty brag but tis not she;
Truth and beauty buried be."
EDMUND SPENSER,from The Shepheardes Calender: April,Renaissance,Nature,"All for Elisa in her hand to weare?
         So sweetely they play,
         And sing all the way,
That it a heaven is to heare.
Lo how finely the graces can it foote"
EDMUND SPENSER,Amoretti LXXV: One Day I Wrote her Name,Renaissance,Love,"My verse your vertues rare shall eternize,
And in the heavens write your glorious name:
Where whenas death shall all the world subdue,
Our love shall live, and later life renew."""
EDMUND SPENSER,Epithalamion,Renaissance,Mythology & Folklore,"She commeth in, before th'almighties vew:
Of her ye virgins learne obedience,
When so ye come into those holy places,
To humble your proud faces;
Bring her up to th'high altar that she may,"
EDMUND SPENSER,Epithalamion,Renaissance,Mythology & Folklore,"That even to the heavens theyr shouting shrill
Doth reach, and all the firmament doth fill,
To which the people standing all about,
As in approvance doe thereto applaud
And loud advaunce her laud,"
EN JONSON,A Celebration of Charis: IV. Her Triumph,Renaissance,Love,"Have you seen but a bright lily grow,
Before rude hands have touch'd it?
Ha' you mark'd but the fall o' the snow
Before the soil hath smutch'd it?
Ha' you felt the wool o' the beaver?"
PAUL LAURENCE DUNBAR,Sympathy,Modern,Nature,I know why the caged bird sings!
EDMUND SPENSER,from The Shepheardes Calender: April,Renaissance,Nature,"Now ryse up Elisa, decked as thou art,
         in royall aray:
And now ye daintie Damsells may depart
         echeone her way,
I feare, I have troubled your troupes to longe:"
WILLIAM SHAKESPEARE,"Sonnet 141: In faith, I do not love thee with mine eyes",Renaissance,Love,"Who leaves unswayed the likeness of a man,
Thy proud hearts slave and vassal wretch to be.
   Only my plague thus far I count my gain,
   That she that makes me sin awards me pain."
